Nama Produk,Tahun Rilis,CPU,Kapasitas Baterai,RAM,Memori Internal,Kamera Utama,Kamera Selfie,Resolusi,Tipe Layar,Operasi Sistem
Vivo U10 Premium Edition Dual SIM TD-LTE VN 64GB 1916  (BBK V1928),Oct 2019,Qualcomm Snapdragon 665 SM6125 (Trinket),5000 mAh,4 GB,64 GB,13 MP,8 MP,720x1544,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Nex 3 5G Standard Edition Global Dual SIM TD-LTE 256GB 1913  (BBK V1924),Oct 2019,Qualcomm Snapdragon 855+ SM8150-AC (Hana),4500 mAh,8 GB,256 GB,64 MP,15 MP,1080x2256,AM-OLED,Google Android 9.0 (Pie)
Vivo Y15 2019 Global Dual SIM TD-LTE 64GB 1901  (BBK 1901),Nov 2019,MediaTek Helio P22 MT6762,5000 mAh,4 GB,64 GB,13 MP,15 MP,720x1544,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y19 2019 Dual SIM TD-LTE IN PK 128GB 1915  (BBK V1934),Nov 2019,MediaTek Helio P65 MT6768,5000 mAh,4 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y19 2019 Global Dual SIM TD-LTE 128GB 1915  (BBK V1934),Nov 2019,MediaTek Helio P65 MT6768,5000 mAh,4 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y5s 2019 Standard Edition Dual SIM TD-LTE CN 128GB V1934A  (BBK V1934),Nov 2019,MediaTek Helio P65 MT6768,5000 mAh,4 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y5s 2019 Standard Edition Dual SIM TD-LTE CN 128GB V1934T  (BBK V1934),Nov 2019,MediaTek Helio P65 MT6768,5000 mAh,4 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y19 2019 Dual SIM TD-LTE ID 128GB 1915  (BBK V1934),Nov 2019,MediaTek Helio P65 MT6768,5000 mAh,6 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y19 2019 Dual SIM TD-LTE MY NP BD 128GB 1915  (BBK V1934),Nov 2019,MediaTek Helio P65 MT6768,5000 mAh,6 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y19 2019 Dual SIM TD-LTE TW SG 128GB 1915  (BBK V1934),Nov 2019,MediaTek Helio P65 MT6768,5000 mAh,6 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y5s 2019 Premium Edition Dual SIM TD-LTE CN 128GB V1934A  (BBK V1934),Nov 2019,MediaTek Helio P65 MT6768,5000 mAh,6 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y5s 2019 Premium Edition Dual SIM TD-LTE CN 128GB V1934T  (BBK V1934),Nov 2019,MediaTek Helio P65 MT6768,5000 mAh,6 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo S1 Pro Dual SIM TD-LTE MY VN IN 128GB 1920  (BBK V1945),Nov 2019,Qualcomm Snapdragon 665 SM6125 (Trinket),4500 mAh,8 GB,128 GB,48 MP,32 MP,1080x2340,AM-OLED,Google Android 9.0 (Pie)
Vivo S1 Pro Dual SIM TD-LTE ID BD NP 128GB 1920  (BBK V1945),Nov 2019,Qualcomm Snapdragon 665 SM6125 (Trinket),4500 mAh,8 GB,128 GB,48 MP,32 MP,1080x2340,AM-OLED,Google Android 9.0 (Pie)
Vivo S1 Pro Dual SIM TD-LTE TH PH 128GB 1920  (BBK V1945),Nov 2019,Qualcomm Snapdragon 665 SM6125 (Trinket),4500 mAh,8 GB,128 GB,48 MP,32 MP,1080x2340,AM-OLED,Google Android 9.0 (Pie)
Vivo Y11 2019 Dual SIM TD-LTE MY BD  (BBK V1930),Nov 2019,Qualcomm Snapdragon 439 SDM439,5000 mAh,3 GB,32 GB,13 MP,8 MP,720x1544,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y11 2019 Dual SIM TD-LTE PH  (BBK V1930),Nov 2019,Qualcomm Snapdragon 439 SDM439,5000 mAh,3 GB,32 GB,13 MP,8 MP,720x1544,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y11 2019 Dual SIM TD-LTE PK TH NP  (BBK V1930),Nov 2019,Qualcomm Snapdragon 439 SDM439,5000 mAh,3 GB,32 GB,13 MP,8 MP,720x1544,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y19 2019 Dual SIM TD-LTE KM 128GB 1915  (BBK V1934),Nov 2019,MediaTek Helio P65 MT6768,5000 mAh,4 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y19 2019 Dual SIM TD-LTE TH PH 128GB 1915  (BBK V1934),Nov 2019,MediaTek Helio P65 MT6768,5000 mAh,6 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y19 2019 Dual SIM TD-LTE VN 128GB 1915  (BBK V1934),Nov 2019,MediaTek Helio P65 MT6768,5000 mAh,6 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo S5 Dual SIM TD-LTE CN 128GB V1932A  (BBK V1932),Nov 2019,Qualcomm Snapdragon 712 SDM712,4100 mAh,8 GB,128 GB,48 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo S5 Dual SIM TD-LTE CN 128GB V1932T  (BBK V1932),Nov 2019,Qualcomm Snapdragon 712 SDM712,4100 mAh,8 GB,128 GB,48 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo Y15 2020 Dual SIM TD-LTE TH MY VN 64GB 1901  (BBK 1901),Dec 2019,MediaTek Helio P22 MT6762,5000 mAh,4 GB,64 GB,13 MP,15 MP,720x1544,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y9s 2019 Dual SIM TD-LTE CN 128GB V1945T  (BBK V1945),Dec 2019,Qualcomm Snapdragon 665 SM6125 (Trinket),4500 mAh,8 GB,128 GB,48 MP,32 MP,1080x2340,AM-OLED,Google Android 9.0 (Pie)
Vivo Y15 2020 Dual SIM TD-LTE HK 128GB 1901  (BBK 1901),Dec 2019,MediaTek Helio P22 MT6762,5000 mAh,4 GB,128 GB,13 MP,8 MP,720x1544,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo U20 Standard Edition Dual SIM TD-LTE IN 64GB 1921  (BBK V1941),Dec 2019,Qualcomm Snapdragon 675 SM6150,5000 mAh,4 GB,64 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y9s 2019 Dual SIM TD-LTE CN 128GB V1945A  (BBK V1945),Dec 2019,Qualcomm Snapdragon 665 SM6125 (Trinket),4500 mAh,8 GB,128 GB,48 MP,32 MP,1080x2340,AM-OLED,Google Android 9.0 (Pie)
Vivo V17 Dual SIM TD-LTE RU 128GB 1920  (BBK V1945),Dec 2019,Qualcomm Snapdragon 665 SM6125 (Trinket),4500 mAh,8 GB,128 GB,48 MP,32 MP,1080x2340,AM-OLED,Google Android 9.0 (Pie)
iQOO Neo 855S Racing Premium Edition Dual SIM TD-LTE CN 128GB V1936AL  (BBK V1936L),Dec 2019,Qualcomm Snapdragon 855+ SM8150-AC (Hana),4500 mAh,12 GB,128 GB,12 MP,15 MP,1080x2340,AM-OLED,Google Android 9.0 (Pie)
iQOO Neo 855S Racing Standard Edition Dual SIM TD-LTE CN 128GB V1936AL  (BBK V1936L),Dec 2019,Qualcomm Snapdragon 855+ SM8150-AC (Hana),4500 mAh,8 GB,128 GB,12 MP,15 MP,1080x2340,AM-OLED,Google Android 9.0 (Pie)
iQOO Neo 855S Racing Standard Edition Dual SIM TD-LTE CN 128GB V1936TL  (BBK V1936L),Dec 2019,Qualcomm Snapdragon 855+ SM8150-AC (Hana),4500 mAh,8 GB,128 GB,12 MP,15 MP,1080x2340,AM-OLED,Google Android 9.0 (Pie)
iQOO Neo 855S Racing Premium Edition Dual SIM TD-LTE CN 128GB V1936TL  (BBK V1936L),Dec 2019,Qualcomm Snapdragon 855+ SM8150-AC (Hana),4500 mAh,12 GB,128 GB,12 MP,15 MP,1080x2340,AM-OLED,Google Android 9.0 (Pie)
Vivo V17 Dual SIM TD-LTE IN 128GB 1919  (BBK PD1948),Dec 2019,Qualcomm Snapdragon 675 SM6150,4500 mAh,8 GB,128 GB,48 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo V17 Dual SIM TD-LTE MY PH 128GB 1919 / Vivo V19 Neo  (BBK PD1948),Dec 2019,Qualcomm Snapdragon 675 SM6150,4500 mAh,8 GB,128 GB,48 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo V17 Dual SIM TD-LTE MY PH 256GB 1919 / Vivo V19 Neo  (BBK PD1948),Dec 2019,Qualcomm Snapdragon 675 SM6150,4500 mAh,8 GB,256 GB,48 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo V17 Dual SIM TD-LTE PK ID 256GB 1919 / V19  (BBK PD1948),Dec 2019,Qualcomm Snapdragon 675 SM6150,4500 mAh,8 GB,256 GB,48 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo X30 Pro 5G Dual SIM TD-LTE CN 128GB V1938A  (BBK V1938),Dec 2019,Samsung Exynos 9 Octa 980 S5E9630,4350 mAh,8 GB,128 GB,63 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo X30 5G Dual SIM TD-LTE CN 128GB V1938CA  (BBK V1938C),Dec 2019,Samsung Exynos 9 Octa 980 S5E9630,4350 mAh,8 GB,128 GB,63 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo X30 5G Dual SIM TD-LTE CN 128GB V1938CT  (BBK V1938C),Dec 2019,Samsung Exynos 9 Octa 980 S5E9630,4350 mAh,8 GB,128 GB,63 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo X30 Pro 5G Dual SIM TD-LTE CN 128GB V1938T  (BBK V1938),Dec 2019,Samsung Exynos 9 Octa 980 S5E9630,4350 mAh,8 GB,128 GB,63 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo X30 Pro 5G Dual SIM TD-LTE CN 256GB V1938A  (BBK V1938),Dec 2019,Samsung Exynos 9 Octa 980 S5E9630,4350 mAh,8 GB,256 GB,63 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo X30 5G Dual SIM TD-LTE CN 256GB V1938CA  (BBK V1938C),Dec 2019,Samsung Exynos 9 Octa 980 S5E9630,4350 mAh,8 GB,256 GB,63 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo X30 5G Dual SIM TD-LTE CN 256GB V1938CT  (BBK V1938C),Dec 2019,Samsung Exynos 9 Octa 980 S5E9630,4350 mAh,8 GB,256 GB,63 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo X30 Pro 5G Dual SIM TD-LTE CN 256GB V1938T  (BBK V1938),Dec 2019,Samsung Exynos 9 Octa 980 S5E9630,4350 mAh,8 GB,256 GB,63 MP,32 MP,1080x2400,AM-OLED,Google Android 9.0 (Pie)
Vivo iQOO 3 5G Top Edition Dual SIM TD-LTE CN 128GB V1955A  (BBK V1955),Feb 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4440 mAh,12 GB,128 GB,48 MP,16 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo iQOO 3 5G Standard Edition Dual SIM TD-LTE CN 128GB V1955A  (BBK V1955),Feb 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4440 mAh,6 GB,128 GB,48 MP,16 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo iQOO 3 5G Premium Edition Dual SIM TD-LTE CN 128GB V1955A  (BBK V1955),Feb 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4440 mAh,8 GB,128 GB,48 MP,16 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo iQOO 3 5G Top Edition Dual SIM TD-LTE CN 256GB V1955A  (BBK V1955),Feb 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4440 mAh,12 GB,256 GB,48 MP,16 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo iQOO 3 Premium Edition Global Dual SIM TD-LTE 128GB I1927  (BBK 1927),Mar 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4440 mAh,8 GB,128 GB,48 MP,16 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo iQOO 3 5G Top Edition Global Dual SIM TD-LTE 256GB I1928  (BBK V1955),Mar 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4440 mAh,12 GB,256 GB,48 MP,16 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo iQOO 3 Premium Edition Global Dual SIM TD-LTE 256GB I1927  (BBK 1927),Mar 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4440 mAh,8 GB,256 GB,48 MP,16 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo Z6 5G Standard Edition Dual SIM TD-LTE CN 128GB V1963A  (BBK V1963),Mar 2020,Qualcomm Snapdragon 765G 5G SM7250-AB (Lito),5000 mAh,6 GB,128 GB,48 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Z6 5G Premium Edition Dual SIM TD-LTE CN 128GB V1963A  (BBK V1963),Mar 2020,Qualcomm Snapdragon 765G 5G SM7250-AB (Lito),5000 mAh,8 GB,128 GB,48 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Nex 3S 5G Premium Edition Dual SIM TD-LTE CN 256GB V1950A  (BBK V1950),Mar 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4500 mAh,12 GB,256 GB,64 MP,15 MP,1080x2256,AM-OLED,Google Android 10 (Q)
Vivo Nex 3S 5G Standard Edition Dual SIM TD-LTE CN 256GB V1950A  (BBK V1950),Mar 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4500 mAh,8 GB,256 GB,64 MP,15 MP,1080x2256,AM-OLED,Google Android 10 (Q)
Vivo V17 Dual SIM TD-LTE PK ID 128GB 1919 / V19  (BBK PD1948),Mar 2020,Qualcomm Snapdragon 675 SM6150,4500 mAh,8 GB,128 GB,48 MP,32 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo Z5x 2020 Standard Edition Dual SIM TD-LTE CN 128GB V1990A  (BBK V1990),Apr 2020,Qualcomm Snapdragon 712 SDM712,5000 mAh,6 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Z5x 2020 Premium Edition Dual SIM TD-LTE CN 128GB V1990A  (BBK V1990),Apr 2020,Qualcomm Snapdragon 712 SDM712,5000 mAh,8 GB,128 GB,15 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 9.0 (Pie)
Vivo Y50 2020 Standard Edition Dual SIM TD-LTE V3 TH SG 128GB 1935  (BBK 1935),Apr 2020,Qualcomm Snapdragon 665 SM6125 (Trinket),5000 mAh,6 GB,128 GB,13 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y50 2020 Dual SIM TD-LTE V2 MY VN BD 128GB 1935  (BBK 1935),Apr 2020,Qualcomm Snapdragon 665 SM6125 (Trinket),5000 mAh,8 GB,128 GB,13 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y50 2020 Premium Edition Dual SIM TD-LTE V3 TH SG 128GB 1935  (BBK 1935),Apr 2020,Qualcomm Snapdragon 665 SM6125 (Trinket),5000 mAh,8 GB,128 GB,13 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo S6 5G Dual SIM TD-LTE CN 128GB V1962A  (BBK V1962),Apr 2020,Samsung Exynos 9 Octa 980 S5E9630,4500 mAh,8 GB,128 GB,48 MP,32 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo S6 5G Dual SIM TD-LTE CN 256GB V1962A  (BBK V1962),Apr 2020,Samsung Exynos 9 Octa 980 S5E9630,4500 mAh,8 GB,256 GB,48 MP,32 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo Y50 2020 Dual SIM TD-LTE V4 CN HK 128GB 1935   (BBK 1935),Apr 2020,Qualcomm Snapdragon 665 SM6125 (Trinket),5000 mAh,8 GB,128 GB,13 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y70S Standard Edition 5G Dual SIM TD-LTE CN 128GB V2002A  (BBK V2002),May 2020,Samsung Exynos 880 5G S5E8805,4500 mAh,6 GB,128 GB,48 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y70S Premium Edition 5G Dual SIM TD-LTE CN 128GB V2002A  (BBK V2002),May 2020,Samsung Exynos 880 5G S5E8805,4500 mAh,8 GB,128 GB,48 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y70S Premium Edition 5G Dual SIM TD-LTE CN 256GB V2002A  (BBK V2002),May 2020,Samsung Exynos 880 5G S5E8805,4500 mAh,8 GB,256 GB,48 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo V19 Global Dual SIM TD-LTE V4 128GB 1933  (BBK PD1969F),May 2020,Qualcomm Snapdragon 712 SDM712,4500 mAh,8 GB,128 GB,48 MP,32 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo G1 5G Dual SIM TD-LTE CN 128GB V1962BA  (BBK V1962),May 2020,Samsung Exynos 9 Octa 980 S5E9630,4500 mAh,8 GB,128 GB,48 MP,32 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo X50 5G Dual SIM TD-LTE CN 128GB V2001A  (BBK V2001),May 2020,Qualcomm Snapdragon 765G 5G SM7250-AB (Lito),4200 mAh,8 GB,128 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo X50 5G Dual SIM TD-LTE MY HK 128GB V2001A  (BBK V2001),May 2020,Qualcomm Snapdragon 765G 5G SM7250-AB (Lito),4200 mAh,8 GB,128 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo X50 5G Dual SIM TD-LTE CN 256GB V2001A  (BBK V2001),May 2020,Qualcomm Snapdragon 765G 5G SM7250-AB (Lito),4200 mAh,8 GB,256 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo Y30 2020 Global Dual SIM TD-LTE V4 128GB 1938  (BBK 1938),May 2020,MediaTek Helio P35 MT6765,5000 mAh,4 GB,128 GB,13 MP,8 MP,720x1560,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y30 2020 Dual SIM TD-LTE V2 MY SG VN NP BD 64GB 1938  (BBK 1938),May 2020,MediaTek Helio P35 MT6765,5000 mAh,4 GB,64 GB,13 MP,8 MP,720x1560,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y30 2020 Dual SIM TD-LTE V1 IN ID PK MN 128GB 1938  (BBK 1938),May 2020,MediaTek Helio P35 MT6765,5000 mAh,4 GB,128 GB,13 MP,8 MP,720x1560,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y30 2020 Dual SIM TD-LTE V3 TH 128GB 1938  (BBK 1938),May 2020,MediaTek Helio P35 MT6765,5000 mAh,4 GB,128 GB,13 MP,8 MP,720x1560,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y30 2020 Dual SIM TD-LTE V1 IN ID PK MN 64GB 1938  (BBK 1938),May 2020,MediaTek Helio P35 MT6765,5000 mAh,4 GB,64 GB,13 MP,8 MP,720x1560,Color IPS TFT LCD,Google Android 10 (Q)
Vivo V19 Dual SIM TD-LTE V1 IN 128GB 1933  (BBK PD1969F),May 2020,Qualcomm Snapdragon 712 SDM712,4500 mAh,8 GB,128 GB,48 MP,32 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo Y30 2020 Dual SIM TD-LTE V2 MY SG VN NP BD 128GB 1938  (BBK 1938),May 2020,MediaTek Helio P35 MT6765,5000 mAh,4 GB,128 GB,13 MP,8 MP,720x1560,Color IPS TFT LCD,Google Android 10 (Q)
Vivo V19 Dual SIM TD-LTE V1 IN 256GB 1933  (BBK PD1969F),May 2020,Qualcomm Snapdragon 712 SDM712,4500 mAh,8 GB,256 GB,48 MP,32 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo X50 Lite Dual SIM TD-LTE AU 128GB V1937  (BBK V1937),May 2020,Qualcomm Snapdragon 665 SM6125 (Trinket),4500 mAh,8 GB,128 GB,48 MP,15 MP,1080x2340,AM-OLED,Google Android 10 (Q)
Vivo iQOO 3 5G Transformers Limited Edition Dual SIM TD-LTE CN 256GB V1955A  (BBK V1955),Jun 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4440 mAh,12 GB,256 GB,48 MP,16 MP,1080x2400,AM-OLED,Google Android 10 (Q)
Vivo iQOO Z1 5G Standard Edition Dual SIM TD-LTE CN 128GB V1986A  (BBK V1986),Jun 2020,MediaTek Dimensity 1000+ MT6889Z/CZA,4500 mAh,6 GB,128 GB,48 MP,16 MP,1080x2408,Color IPS TFT LCD,Google Android 10 (Q)
Vivo iQOO Z1 5G Premium Edition Dual SIM TD-LTE CN 128GB V1986A  (BBK V1986),Jun 2020,MediaTek Dimensity 1000+ MT6889Z/CZA,4500 mAh,8 GB,128 GB,48 MP,16 MP,1080x2408,Color IPS TFT LCD,Google Android 10 (Q)
Vivo iQOO Z1 5G Premium Edition Dual SIM TD-LTE CN 256GB V1986A  (BBK V1986),Jun 2020,MediaTek Dimensity 1000+ MT6889Z/CZA,4500 mAh,8 GB,256 GB,48 MP,16 MP,1080x2408,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y50 2020 Dual SIM TD-LTE V1 IN ID 128GB 1935  (BBK 1935),Jun 2020,Qualcomm Snapdragon 665 SM6125 (Trinket),5000 mAh,8 GB,128 GB,13 MP,15 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo X50 Pro 5G Dual SIM TD-LTE CN 128GB V2005A  (BBK V2005),Jun 2020,Qualcomm Snapdragon 765G 5G SM7250-AB (Lito),4315 mAh,8 GB,128 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo X50 Pro 5G Dual SIM TD-LTE CN 256GB V2005A  (BBK V2005),Jun 2020,Qualcomm Snapdragon 765G 5G SM7250-AB (Lito),4315 mAh,8 GB,256 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo X50 Pro 5G Global Dual SIM TD-LTE 256GB 2006  (BBK V2005),Jun 2020,Qualcomm Snapdragon 765G 5G SM7250-AB (Lito),4315 mAh,8 GB,256 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo iQOO Z1x 5G Standard Edition Dual SIM TD-LTE CN 128GB V2012A  (BBK V2012),Jul 2020,Qualcomm Snapdragon 765G 5G SM7250-AB (Lito),5000 mAh,6 GB,128 GB,48 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 10 (Q)
Vivo iQOO Z1x 5G Premium Edition Dual SIM TD-LTE CN 128GB V2012A  (BBK V2012),Jul 2020,Qualcomm Snapdragon 765G 5G SM7250-AB (Lito),5000 mAh,8 GB,128 GB,48 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 10 (Q)
Vivo iQOO Z1x 5G Premium Edition Dual SIM TD-LTE CN 256GB V2012A  (BBK V2012),Jul 2020,Qualcomm Snapdragon 765G 5G SM7250-AB (Lito),5000 mAh,8 GB,256 GB,48 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 10 (Q)
Vivo iQOO Z1x 5G Standard Edition Dual SIM TD-LTE CN 128GB V2012A  (BBK V2012),Jul 2020,Qualcomm Snapdragon 765G 5G SM7250-AB (Lito),5000 mAh,6 GB,64 GB,48 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 10 (Q)
Vivo X50 4G Dual SIM TD-LTE V3 RU 128GB 2004  (BBK 2004),Jul 2020,Qualcomm Snapdragon 730 SM7150-AA,4200 mAh,8 GB,128 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo iQOO U1 Standard Edition Dual SIM TD-LTE CN 128GB V2023A  (BBK V2023),Jul 2020,Qualcomm Snapdragon 720G SM7125 (Atoll),4500 mAh,6 GB,128 GB,48 MP,8 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo iQOO U1 Premium Edition Dual SIM TD-LTE CN 128GB V2023A  (BBK V2023),Jul 2020,Qualcomm Snapdragon 720G SM7125 (Atoll),4500 mAh,8 GB,128 GB,48 MP,8 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo iQOO U1 Standard Edition Dual SIM TD-LTE CN 64GB V2023A  (BBK V2023),Jul 2020,Qualcomm Snapdragon 720G SM7125 (Atoll),4500 mAh,6 GB,64 GB,48 MP,8 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo X50 Pro+ 5G Standard Edition Dual SIM TD-LTE CN 128GB V2011A  (BBK V2011),Jul 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4350 mAh,8 GB,128 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo X50 Pro+ 5G Premium Edition Dual SIM TD-LTE CN 256GB V2011A  (BBK V2011),Jul 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4350 mAh,12 GB,256 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo X50 Pro+ 5G Standard Edition Dual SIM TD-LTE CN 256GB V2011A  (BBK V2011),Jul 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4350 mAh,8 GB,256 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo X50 4G Dual SIM TD-LTE V1 IN 128GB 2004  (BBK 2004),Jul 2020,Qualcomm Snapdragon 730 SM7150-AA,4200 mAh,8 GB,128 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo X50 4G Dual SIM TD-LTE V2 ID 128GB 2004  (BBK 2004),Jul 2020,Qualcomm Snapdragon 730 SM7150-AA,4200 mAh,8 GB,128 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo X50 4G Dual SIM TD-LTE V3 VN KH 128GB 2004  (BBK 2004),Jul 2020,Qualcomm Snapdragon 730 SM7150-AA,4200 mAh,8 GB,128 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo X50 4G Dual SIM TD-LTE V1 IN 256GB 2004  (BBK 2004),Jul 2020,Qualcomm Snapdragon 730 SM7150-AA,4200 mAh,8 GB,256 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 10 (Q)
Vivo Y51s 5G Dual SIM TD-LTE CN 128GB V2002A  (BBK V2002),Jul 2020,Samsung Exynos 880 5G S5E8805,4500 mAh,6 GB,128 GB,48 MP,8 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
